,f0,fm,gamma,fold,ID
78,2.7130795026619,0.6509473585465189,0.2665154367078012,train,78
79,2.7105451756047683,0.6519075956797892,0.27340235163308624,train,79
80,2.7116586177669677,0.647276291116366,0.32295439702174955,train,80
81,2.7144432716621223,0.6616131000451302,0.3315827464634642,train,81
82,2.7098315934383916,0.6448035314098715,0.37082110691841863,train,82
83,2.7136501224451086,0.6559504337920667,0.3947586382551509,train,83
84,2.7138658230397232,0.6613231705267064,0.43593142038831023,test,84
85,2.7132676403036657,0.6561633367682693,0.46192043708607955,train,85
86,2.709574438150999,0.6533074391004478,0.49955687877077903,train,86
87,2.7158436264049066,0.6464727250679827,0.5256136236808365,test,87
88,2.716548883558642,0.6579260783667369,0.5540180399974597,train,88
89,2.714753090733141,0.6567712766613654,0.5879266723808028,train,89
90,2.7172631484336294,0.679175473666767,-0.2867384962754045,train,90
91,2.7152519740049494,0.6810412131093061,-0.255395070206702,train,91
92,2.716991454707255,0.6817146976723953,-0.22845791056453627,train,92
93,2.71303735912733,0.6817922951806772,-0.20319346855659473,train,93
94,2.718076535255222,0.6677979893960603,-0.16339925383297882,train,94
95,2.7163144515573996,0.6808032137180404,-0.14542348727746288,train,95
96,2.7109183251907125,0.6760612731751044,-0.10319098504537885,train,96
97,2.718614535431633,0.6712979635358809,-0.07232536425921797,train,97
98,2.7192604611907014,0.6798439986180289,-0.03436088243596597,test,98
99,2.71250839815117,0.679441386210501,-0.01462273856609438,train,99
100,2.7112500995003974,0.6665092077635821,0.02274056790884292,train,100
101,2.7114461938094485,0.6694006436186366,0.059383941753463565,train,101
102,2.7111658902518103,0.6772792312400093,0.08085450091755465,train,102
103,2.719020197896422,0.6649796708308319,0.1003644038629762,train,103
104,2.7181881019085985,0.6738121888982762,0.1467169755362183,test,104
105,2.709955035221856,0.666132011916261,0.15318735342685383,train,105
106,2.715663472938426,0.6636252833549551,0.19567262731050258,train,106
107,2.713934662698328,0.6810496598283448,0.2229594974464593,test,107
108,2.7145448704199353,0.6713111311420795,0.26948366517640776,train,108
109,2.716484955157173,0.6751141200163128,0.2781642640032825,train,109
110,2.714567355716266,0.6726139549676386,0.3147745750331192,test,110
111,2.715120344862979,0.674526427275197,0.35717538351716643,train,111
112,2.7141615446397878,0.6664156090063925,0.37951921961810364,train,112
113,2.713972763448555,0.6815077208954319,0.41777117644369116,test,113
114,2.716545698794881,0.6668141655514328,0.4326767355903882,train,114
115,2.717889709335443,0.6695692071130377,0.4577793897834629,train,115
116,2.719215680036707,0.6640252011446041,0.5023354565808875,test,116
117,2.717330136171163,0.6799287725185784,0.526779478558309,train,117
118,2.7163967156894215,0.6722692162314081,0.5444119253603161,train,118
119,2.715477384240862,0.6702399261888092,0.5853540403087312,train,119
120,2.716178289063715,0.7016501308113041,-0.2846889767907447,train,120
121,2.7148891152552403,0.6844436605713534,-0.2524569009063702,train,121
122,2.709654702494748,0.6827341413128944,-0.22557814710288918,train,122
123,2.71059897793844,0.6864601507655994,-0.19704937008801823,train,123
124,2.71468957577243,0.6954084458720782,-0.16406451499628869,train,124
125,2.716253474667536,0.6978327941677069,-0.1219753438658569,test,125
126,2.717037957765955,0.6932379454284762,-0.11021220754898774,train,126
127,2.7161912793972824,0.7010935653594186,-0.07119136148059689,train,127
128,2.7188830236217374,0.6970797761882578,-0.05727678494384512,train,128
129,2.7188816342747284,0.6974486260618422,-0.01833875951144944,test,129
130,2.7105992694192302,0.6999392812825684,0.015788242488104814,train,130
131,2.7170444616284817,0.7020336577635171,0.03287920157553951,train,131
132,2.711401143211634,0.6844533683341394,0.06021305701892224,train,132
133,2.7170188331225753,0.6932063838830931,0.09979750973865505,train,133
134,2.7177059363405647,0.6913622826700556,0.14504733932009264,train,134
135,2.716212127784581,0.7002350624913927,0.15644489089929522,test,135
136,2.7095176864165316,0.7003981338276892,0.19820801908792088,train,136
137,2.7108819665745933,0.6864018715342883,0.22848264194647883,train,137
138,2.718753604017137,0.6946699826660118,0.2623829842127331,train,138
139,2.709802960337893,0.6973570837535349,0.2770839539428976,train,139
140,2.711672040046748,0.7021724404205766,0.3050342418488611,train,140
141,2.714245320535569,0.6866446937966504,0.33202247993246436,test,141
142,2.711298369900285,0.6840781337868587,0.3778754424562302,train,142
143,2.7181249872482187,0.6835717895549926,0.3979683967761609,train,143
144,2.710299928493225,0.6902073966035853,0.4492830043761298,train,144
145,2.7172817500147715,0.6943233453035528,0.47439242042061114,train,145
146,2.7186401738266586,0.6853748703544154,0.497095721908302,train,146
147,2.7145138567001768,0.6871348418019617,0.5347465716259182,train,147
148,2.7169899775253152,0.6907635952124884,0.5456375001237437,train,148
149,2.7110451839250844,0.6916829951011724,0.5894402201266484,train,149
150,2.7164460898055878,0.7095337522895777,-0.28636856818706113,train,150
151,2.717332856315684,0.7045348855114645,-0.24857671414083915,train,151
152,2.7140142811441796,0.7129742481136674,-0.22683940423329252,train,152
153,2.7158116756669157,0.7128233674579691,-0.19078784217451916,test,153
154,2.717931204468684,0.7026178700333588,-0.1800751172327414,train,154
155,2.717433508630444,0.7123938305152001,-0.13263609639810084,train,155
156,2.718574865747996,0.7188589461354409,-0.0906840779374439,train,156
157,2.70974176174378,0.7205577521415668,-0.06576605690476436,train,157
158,2.7181704540406457,0.7182428732260493,-0.04672455409700583,train,158
159,2.7168167560942784,0.7185842362192245,-0.004943721001058022,train,159
160,2.7136393592045174,0.7210930299449226,0.001350020230482105,train,160
161,2.7149700553273846,0.722180622700829,0.046658778148496914,train,161
162,2.7096802795990493,0.7065568579921293,0.0820747104715185,train,162
163,2.716429245276306,0.714862968575035,0.1145898244871812,train,163
164,2.713277113679551,0.7121508611722531,0.1408535707220965,train,164
165,2.7103620600121645,0.7029425911858235,0.1532176664168461,test,165
166,2.711069630862037,0.7059612043796349,0.1873497089556753,train,166
167,2.713285235688237,0.7042689782463722,0.2344750907072897,train,167
168,2.7103784252754513,0.7187684186081488,0.2587167048114337,train,168
169,2.7111540708426793,0.7083722497204521,0.28168543028210685,train,169
170,2.713956717926334,0.7091243667363136,0.327243939075003,train,170
171,2.7151165983221084,0.7061173857384673,0.34342126368193965,train,171
172,2.7097298867274406,0.7189934857031313,0.38976651912054466,train,172
173,2.7123413961263108,0.7219783536415674,0.40009167424206904,train,173
174,2.7181358206140436,0.7181122825152862,0.43681626555966735,train,174
175,2.7175159296503018,0.7156174958740963,0.4782039039994659,train,175
176,2.7122056919800457,0.7190200142693471,0.4982006721655729,train,176
177,2.7146953455656293,0.7219928388535024,0.5209952424345592,train,177
178,2.715777184504498,0.7032217966929416,0.567315163870175,train,178
179,2.710906593482408,0.71880202630232,0.5731954018260491,test,179
180,2.7150342432606736,0.7284960524924499,-0.2782413250485965,train,180
181,2.7113020971695447,0.7365019825871566,-0.26572523555281424,train,181
182,2.713214496860967,0.7303180998286958,-0.2364249750050595,train,182
183,2.7134172279695963,0.7256577884068611,-0.20486511607471447,train,183
184,2.718904686400276,0.7279788791392625,-0.17741219382019474,train,184
185,2.7189885043787587,0.7388510282929921,-0.12962117460202374,test,185
186,2.716940885277354,0.7404050050926041,-0.10261280262912063,test,186
187,2.7126368318205176,0.73087148131527,-0.07643002693033986,train,187
188,2.7149212797037134,0.7381365080065022,-0.057343072528392935,train,188
189,2.715628676467945,0.7227030218408583,-0.005881467821713236,train,189
190,2.712308887837524,0.7319374346247739,0.015960189899054584,train,190
191,2.7151210670412347,0.740396415788126,0.05759565972953677,train,191
192,2.7116207632206306,0.7314309590767383,0.07795461012506898,train,192
193,2.718989796871945,0.725474792613606,0.10602701614493189,train,193
194,2.717063934053755,0.7337314251204285,0.12118488528800749,test,194
195,2.710661523245777,0.7283229370859011,0.15993442959911758,train,195
196,2.7105729670432823,0.7238633947576751,0.1999448576206555,train,196
197,2.718359697554683,0.7245678459214092,0.22811778217499087,train,197
198,2.7149006032024205,0.7376689992748453,0.25511336056101097,train,198
199,2.7107978552304397,0.734936950520582,0.2794025508106859,train,199
200,2.718306545815382,0.7380611485532075,0.3143501879232213,train,200
201,2.715571476579553,0.7373640285065635,0.359178266724377,train,201
202,2.7120615979123874,0.7419588218900703,0.365665257150141,train,202
203,2.711514041594973,0.7367119416202753,0.4152701296156631,test,203
204,2.7117729594787447,0.7336598247539174,0.4275393996437957,train,204
205,2.7147308282076144,0.7397038927281172,0.4558047539903326,train,205
206,2.7140670742743533,0.7365386135902555,0.4961758178642024,train,206
207,2.7157943721663163,0.7301809272199974,0.5409624876783017,train,207
208,2.715974049438551,0.7412784050307883,0.5554512564791602,train,208
209,2.7166131173410952,0.7394219120420294,0.5808853214360309,train,209
210,2.7111259752444665,0.7519707049197457,-0.291561745290453,train,210
211,2.715539828934041,0.7588150772439332,-0.25668765613896827,train,211
212,2.7152712695685373,0.743893611881891,-0.21777665149802994,train,212
213,2.7135454098446106,0.7604647368658859,-0.20475219897920008,train,213
214,2.7160746820087915,0.7474066877894321,-0.16240632270513508,train,214
215,2.710135596170805,0.7577219007477726,-0.12125055821874973,train,215
216,2.7132201260041495,0.7618839758567891,-0.11996755087470033,train,216
217,2.717930302980021,0.7576105989904557,-0.07116759265338254,train,217
218,2.7132732989356545,0.7469641609255595,-0.03598794691827408,train,218
219,2.718078263498135,0.7583290640159281,-0.003985985076562325,train,219
220,2.7171269623169025,0.7431676921667545,0.029404666329007848,train,220
221,2.7125110199915183,0.7437023640611311,0.047983131856434616,train,221
222,2.714675988855095,0.7481811808713896,0.08941340154006448,train,222
223,2.7191935337193827,0.7425421607899939,0.1152059828780181,train,223
224,2.7167264758117904,0.760998281386098,0.12943087515159699,train,224
225,2.7144248656350003,0.7486889384566121,0.1699250065039601,train,225
226,2.71418469480883,0.7623298204862157,0.2075626294498831,train,226
227,2.709581040772697,0.7603797278032176,0.2288337725263706,train,227
228,2.716232132340122,0.7540661049084096,0.26562451996121283,train,228
229,2.709688231567045,0.7492236841643451,0.279457470656897,test,229
230,2.7135158867132025,0.7625144050096241,0.3255824581935458,train,230
231,2.7111544969803436,0.7542739897146031,0.33842416056243535,train,231
232,2.712547931942041,0.7485271696989606,0.3661764471828082,train,232
233,2.7149591122078456,0.7453593942832986,0.41759340036201265,train,233
234,2.716517959868942,0.7566772168573637,0.4500848807348664,train,234
235,2.715423645095841,0.7559786285023176,0.4690308202759105,train,235
236,2.7167102757427037,0.7489359494723165,0.5036669004639369,test,236
237,2.7134400849191556,0.7473467852238693,0.5201218145878503,train,237
238,2.7115971971762485,0.7470658582030332,0.5515792812924077,train,238
239,2.7162663605181914,0.7579879388194851,0.5926889771032827,train,239
240,2.7157810272206766,0.7762507921885629,-0.280546949365412,train,240
241,2.712712432445701,0.7729352159210263,-0.24444778695487182,train,241
242,2.712558677191459,0.7718692719208907,-0.2374159351129008,test,242
243,2.717448462445188,0.7766989567850159,-0.19733664965145672,train,243
244,2.7141987923068145,0.7697180144705743,-0.1764665395299932,train,244
245,2.7184749155664036,0.7793217764170642,-0.1363198390249001,train,245
246,2.7100500911646295,0.763846589525327,-0.11218565622351086,train,246
247,2.712160190986214,0.7634578642713763,-0.07607101435333513,train,247
248,2.715822887956026,0.7724492276209708,-0.056518570367329476,test,248
249,2.7126151346069243,0.7681343818492239,-0.03004371484536272,test,249
250,2.70960410840328,0.7716754716269685,0.008007392350439827,train,250
251,2.7161534452582785,0.7810616429358012,0.05079778090995031,train,251
252,2.7117750385503063,0.7807284160985692,0.0747530617049635,train,252
253,2.713904740826853,0.7687048979041807,0.11218886992435997,train,253
254,2.7131131913592377,0.772385798936734,0.13628813992174235,train,254
255,2.7134855400990663,0.7789542416975882,0.15608883075964303,train,255
256,2.7114743403726713,0.7691787413198259,0.20535027658593794,train,256
257,2.715969789755593,0.7766937250357249,0.23339691339932117,train,257
258,2.7173497762848227,0.7762108863449511,0.24188219515425222,train,258
259,2.7180707180881454,0.7814855530314158,0.27480009648336345,test,259
260,2.714313696174863,0.7724141318211806,0.3096121782444517,train,260
261,2.7134692109652008,0.7734859180332948,0.355478234701503,train,261
262,2.713104174454105,0.7695182206499337,0.3892573638254653,train,262
263,2.7122857802608427,0.7813127645152977,0.40785404379551476,train,263
264,2.7180397307061543,0.7788753286806246,0.4374094736315244,train,264
265,2.717189114949223,0.7760185808945381,0.4650903963485081,train,265
266,2.717115592250176,0.7680412622391986,0.4981269346055169,test,266
267,2.7174530113232,0.775326665134835,0.536535474108988,train,267
268,2.713553206749563,0.7660845296986736,0.568839915787474,train,268
269,2.7105093030705034,0.7751570036165705,0.5966653753384406,train,269
270,2.7188328305150984,0.789702599010227,-0.2711181024148973,test,270
271,2.7170322821999116,0.7842899963724325,-0.2521833633138651,train,271
272,2.717500794405187,0.7837957627347849,-0.21626209512418276,train,272
273,2.7104278124539753,0.7906988100934581,-0.1979624659014047,train,273
274,2.7101661481329193,0.7875093039813064,-0.15911014887817376,train,274
275,2.7134309211520518,0.7864553720368377,-0.13409361626971802,train,275
276,2.712812859638292,0.8023809369776279,-0.09819085549895468,train,276
277,2.7103858149027555,0.8021820562603035,-0.08710865349675459,train,277
278,2.7102914283646116,0.7999599261629136,-0.03559101135437835,train,278
279,2.7105784673647326,0.7890894351982198,-0.02482566778423347,train,279
280,2.711577193725509,0.788608491807385,0.028348618174444586,train,280
281,2.7123141803584248,0.7882596182318654,0.05838777005904638,train,281
282,2.7141276785545783,0.7889060115872264,0.06546117961116385,train,282
283,2.711966385363071,0.7941367536490993,0.10769391164969427,train,283
284,2.713077098731811,0.7885193478257846,0.12361998695231194,train,284
285,2.7160524887791775,0.7857239755533618,0.17400965184545397,train,285
286,2.7155795033579797,0.7927261838320135,0.2004389578033542,train,286
287,2.7179903023404144,0.8011900432215938,0.23153283964114402,train,287
288,2.712592725049951,0.7859471371582442,0.25326526766392593,test,288
289,2.713762358398808,0.7981323230983426,0.27864754746172465,train,289
290,2.7156253142002136,0.7994319406877698,0.3111438246920255,train,290
291,2.7133234492700216,0.7845148391417521,0.3415259607756831,train,291
292,2.71894948595124,0.7912095728098233,0.36875764158030244,train,292
293,2.7171228231114926,0.7946434080806619,0.39374107581646733,train,293
294,2.715894824442732,0.7863546092299856,0.44023752717930087,train,294
295,2.714647561639076,0.7934962331800807,0.4528490401329899,train,295
296,2.710185093123986,0.7920623746413922,0.48710068491121034,train,296
297,2.7130567905742913,0.7915723455215751,0.5384434683363043,train,297
298,2.7171922367453205,0.792309611422425,0.5712509498253031,train,298
299,2.716349430095052,0.800019235991209,0.5794023935308663,train,299
300,2.709799636597105,0.8097193082310731,-0.28303292245522477,train,300
301,2.7129318398207642,0.8220159562566096,-0.24704659655408998,train,301
302,2.7168618680657923,0.8101426536933815,-0.21356648578010812,test,302
303,2.7160313305432244,0.820031102853095,-0.18291459916631786,train,303
304,2.7151139815758505,0.8183757418636033,-0.17925710728044678,train,304
305,2.7125685162352067,0.8090963361736816,-0.1252445077911908,train,305
306,2.7125518999537785,0.8090950329376076,-0.10357170512175234,train,306
307,2.711290729462298,0.8190266952913504,-0.08720447711747588,train,307
308,2.715934686853973,0.8122867648965874,-0.05724623495443938,train,308
309,2.7101884775243543,0.8203711322968987,-0.014177976542079827,train,309
310,2.7133822172303383,0.8062953736214119,0.025153468865770807,train,310
311,2.7123531310437436,0.8178865041742784,0.032337621127777154,train,311
312,2.714255379048692,0.8168761372382108,0.07723687786929322,train,312
313,2.7118642902103094,0.8082317276358504,0.10063431714311849,test,313
314,2.718980333984335,0.8086358305910561,0.12232538642808155,train,314
315,2.710981266132777,0.8057366324990732,0.17668416391740596,train,315
316,2.71521595859289,0.8137561490007945,0.1933097559629033,train,316
317,2.712783377145247,0.8131811666946656,0.2163874047102948,train,317
318,2.7176807973043244,0.8134025689550521,0.26448692466463963,train,318
319,2.709871441382766,0.8102348382998037,0.2730091716903643,train,319
320,2.7171735757969535,0.8165716888792997,0.3171201945026975,test,320
321,2.70959556837909,0.8155350238718454,0.35815895834448996,train,321
322,2.718524155919686,0.8225701158432727,0.3668618145157275,train,322
323,2.712078576124348,0.8210081017104521,0.40932841782886464,test,323
324,2.7117929079281478,0.8110295657401347,0.4466098180879951,train,324
325,2.717647813709883,0.8077707835577641,0.4617885525901383,train,325
326,2.717173467661251,0.8160706181085138,0.5113642205588377,train,326
327,2.7164853683247916,0.8197499811296372,0.5251924306875003,train,327
328,2.7144359116840793,0.8067125173581142,0.5639253700850486,train,328
329,2.7166634965195335,0.8197894434908901,0.581356157702842,test,329
330,2.711694730196684,0.8238473185858739,-0.2995641805653316,train,330
331,2.719228351688541,0.8425233781316283,-0.2546270590061602,train,331
332,2.71130044656504,0.8421115100121935,-0.22026126903585205,train,332
333,2.7136994106710284,0.8407528744006662,-0.21069796831266302,train,333
334,2.7133880347472927,0.8403638398501256,-0.1731102997421561,train,334
335,2.710074248216614,0.8424949938938402,-0.1313852109382407,train,335
336,2.7120887624370598,0.8281004181445293,-0.11212999335000928,train,336
337,2.7116313946430233,0.8293856838290189,-0.07296666881631599,train,337
338,2.7181809967514416,0.8379103676566804,-0.049955647712791776,train,338
339,2.7115109053306097,0.837368769113028,-0.002744112911978563,test,339
340,2.7179941639903427,0.8327228633978264,0.016530887828787817,train,340
341,2.716011994342411,0.8295793464061686,0.03814720484890394,train,341
342,2.712079831325863,0.8426497417033191,0.07513498360622643,train,342
343,2.711426566766934,0.8259878286767485,0.10441361705500879,train,343
344,2.7192044970031373,0.8273939527360842,0.12291971141968057,train,344
345,2.717307651394862,0.8341861300079232,0.1749105049511873,train,345
346,2.7173785226007885,0.8308701048311191,0.18150502797772622,train,346
347,2.716190023790906,0.8282606607919804,0.2273401522369473,train,347
348,2.719238532132834,0.8328750447055334,0.26452292942681427,train,348
349,2.7137914919978523,0.824813996904075,0.28320276518281884,train,349
350,2.7184388263283368,0.8427698880301064,0.32601474867079705,train,350
351,2.7099481572879744,0.8322644939574642,0.33567677908088633,train,351
352,2.716697508577614,0.8340912236123783,0.37553257754094865,train,352
353,2.714665927214684,0.8359027087161633,0.4020819405465226,train,353
354,2.7104749841413676,0.8310341048995105,0.44538904101580634,train,354
355,2.716784456795419,0.8265183404649536,0.4698811584148018,train,355
356,2.716405353211801,0.8321172810943476,0.48229262408744594,test,356
357,2.717638063098888,0.8319103750871628,0.5293291910452427,train,357
358,2.711598500733293,0.8424117355992786,0.5641819018835819,train,358
359,2.7185341122212,0.8293532127927683,0.5863495210416032,train,359
360,2.715477199378653,0.8476367058132469,-0.2857835402536449,train,360
361,2.7112755857869044,0.8615376299407544,-0.25891515290441014,train,361
362,2.7173236291958403,0.8529153420662394,-0.2339500471223105,train,362
363,2.714394208115989,0.8617733581409006,-0.18712749240331564,train,363
364,2.7148913680956976,0.8589245683113274,-0.15216529225541545,train,364
365,2.718229519907068,0.8512863276763041,-0.12232053616442203,test,365
366,2.709539485345234,0.8588681829516808,-0.1016238838955997,train,366
367,2.713854858206695,0.850023062873832,-0.06949929641668329,test,367
368,2.7129789823499006,0.8481540454702339,-0.049278803072675396,train,368
369,2.713723074587757,0.8622539883369161,-0.009897993912472907,train,369
370,2.717495264412629,0.8552616849267218,0.02181125345059508,train,370
371,2.7117566622883613,0.8449940391288082,0.03478154811223336,train,371
372,2.714616048367726,0.849816439122528,0.07775389422423183,train,372
373,2.711492283260804,0.8521390104236141,0.09553451716219771,train,373
374,2.713653261910603,0.8429760024673373,0.12808991604751932,train,374
375,2.7185935708864046,0.8431830748793917,0.17103507719272606,train,375
376,2.7118820779250816,0.843035224592131,0.19290105410482886,train,376
377,2.7118889070692616,0.8515208877238487,0.21346637665261137,train,377
378,2.7123362474625097,0.8523519302248161,0.25346521388934484,train,378
379,2.718195966185588,0.8595566667934907,0.2757175751565354,train,379
380,2.7148502692050305,0.8597035797724129,0.3276970358311335,train,380
381,2.7137794542628515,0.8474866457455226,0.3451807710311415,train,381
382,2.7133323471656086,0.851287438763718,0.38445365256372344,train,382
383,2.7117203045279465,0.8469336253057203,0.40720161233136104,test,383
384,2.7163998063889836,0.8622497302329819,0.4279805380964452,train,384
385,2.714233943775076,0.8462133951031435,0.47731621697849635,test,385
386,2.7180703243253608,0.8459521054785585,0.504972584250148,train,386
387,2.7169841744942516,0.8567765625973816,0.5257998582947963,test,387
388,2.7124767567267765,0.8542687484100565,0.5422875289127027,train,388
389,2.7186419849795227,0.8436407206156027,0.5892853576301729,train,389
390,2.715618585774869,0.8720986637834109,-0.2982886756925262,train,390
391,2.713513868367245,0.8716693860041127,-0.26901452075746574,train,391
392,2.7169101056955838,0.8808096626923141,-0.23283741628690288,train,392
393,2.7141295220243062,0.8795749472675003,-0.19879959372642644,test,393
394,2.7156322159919584,0.8769716839980497,-0.15176971218752572,train,394
395,2.7111189087912564,0.8782314413236516,-0.12991487833274568,train,395
396,2.716142233488778,0.8655195349409428,-0.10368776940561313,train,396
397,2.7115586741965996,0.8687687742708516,-0.0893036612317174,train,397
398,2.7189325257533037,0.8785336714291853,-0.048044733317770975,train,398
399,2.710638832320846,0.8647072269486251,-0.008919462263443066,train,399
400,2.7104980899017317,0.8680586585352785,0.009571144753321189,train,400
401,2.718437989347086,0.8698006009128079,0.03734959538393923,train,401
402,2.7096676868703775,0.8649106885242154,0.08387300398783722,test,402
403,2.7142819932767615,0.8821170021239586,0.10156427832311533,train,403
404,2.715500056918027,0.8731978270674798,0.14135075859256,train,404
405,2.7145212644380377,0.869037990961164,0.1535603988791764,train,405
406,2.716526693429379,0.8749156337037364,0.18720879987855707,train,406
407,2.7108597615393415,0.8657706896603266,0.22783161116455267,train,407
408,2.7128078715700323,0.8695272944410894,0.24384518332920377,train,408
409,2.712745311846557,0.8733785972726456,0.2731610398821198,train,409
410,2.7171978806954984,0.8783671931993446,0.3012517540754604,train,410
411,2.711376856783899,0.8664609013800783,0.3466511938544753,train,411
412,2.7174454568624196,0.8822445019042939,0.3874953737519159,test,412
413,2.71083013812975,0.8748496432306405,0.3983026094857163,train,413
414,2.7109426107470993,0.8738882064398144,0.42935062613527997,train,414
415,2.7174938407735345,0.8690522058291559,0.4790028605352007,test,415
416,2.7169750769384287,0.8731456102246443,0.49522051818767443,train,416
417,2.715363660375651,0.8798811153833443,0.5223761726095935,train,417
418,2.7186362990781525,0.8710514303857542,0.5634293860142553,train,418
419,2.7166105680258186,0.8742157873283671,0.5808664030230835,train,419
420,2.709625337352851,0.9014258611555495,-0.2710544033842853,train,420
421,2.7118192809267603,0.8986600518266458,-0.24683621507073814,train,421
422,2.7148724713568515,0.8982659274493467,-0.2191301383430822,test,422
423,2.711616816736415,0.9002152167239116,-0.20971994251180115,test,423
424,2.7107866727448493,0.8897754774878741,-0.17172463556771092,train,424
425,2.7175261776830384,0.896484039429573,-0.1411505029305715,train,425
